n_samples,n_features,max_num_threads,fit_time,predict_time,run_id
100,10,1,0.02460231791463329,0.0009164082853889972,20260311_092947
1000,10,1,0.15493725099995223,0.007607823087444717,20260311_092947
10000,10,1,0.2533554261250117,0.0624012426363868,20260311_092947
100000,10,1,0.7948448230001001,0.5975264739999488,20260311_092947
1000000,10,1,5.892101149000155,5.880161228999896,20260311_092947
100,100,1,0.04803801107144474,0.0009543332624031456,20260311_092947
1000,100,1,0.5832400790000065,0.008364455099993506,20260311_092947
10000,100,1,1.1873318739999377,0.06761135456667944,20260311_092947
100000,100,1,3.943528067999978,1.1011245359999293,20260311_092947
1000000,100,1,34.957689713000036,13.848311627000157,20260311_092947
100,1000,1,0.2957550514285491,0.0011168380379699121,20260311_092947
1000,1000,1,5.609684926999989,0.011965204416679313,20260311_092947
100,10,2,0.03889620259615885,0.001019086652061403,20260311_092947
1000,10,2,0.18452008581822488,0.005242943212038662,20260311_092947
10000,10,2,0.2622458397500509,0.04012433253999916,20260311_092947
100000,10,2,0.6101037962500868,0.3806675758333616,20260311_092947
1000000,10,2,3.595603247999861,3.0456264990000363,20260311_092947
100,100,2,0.06190465990908761,0.0010535180405453462,20260311_092947
1000,100,2,0.44551419939994047,0.005376550389787089,20260311_092947
10000,100,2,0.7712455316666365,0.0415028956326565,20260311_092947
100000,100,2,2.1672929930000464,0.4220430580000084,20260311_092947
1000000,100,2,17.928609277000078,6.810177751000083,20260311_092947
100,1000,2,0.3024112587142684,0.0010787665879173184,20260311_092947
1000,1000,2,3.368589291000035,0.006284870467083791,20260311_092947
100,10,4,0.04116534416326728,0.001019311819665594,20260311_092947
1000,10,4,0.19551916345447104,0.003215985294215702,20260311_092947
10000,10,4,0.2539949743750185,0.020803257319580413,20260311_092947
100000,10,4,0.46707168280004224,0.1912189881817829,20260311_092947
1000000,10,4,2.287031964999869,1.7457992025000522,20260311_092947
100,100,4,0.06188707621210156,0.0010095552093834068,20260311_092947
1000,100,4,0.368221627999939,0.003279392819668366,20260311_092947
10000,100,4,0.5607829287499726,0.022997998425285267,20260311_092947
100000,100,4,1.286015149999912,0.20318622270001468,20260311_092947
1000000,100,4,8.40027932399994,3.4198905010000544,20260311_092947
100,1000,4,0.28064653749999025,0.0010288833199587019,20260311_092947
1000,1000,4,2.3792427099999713,0.0036339825789508937,20260311_092947
100,10,8,0.04314777855318019,0.0010032600065215404,20260311_092947
1000,10,8,0.19940560190912038,0.002237856665546167,20260311_092947
10000,10,8,0.24838190377777714,0.011480246559998965,20260311_092947
100000,10,8,0.3888566714999797,0.10000234630003887,20260311_092947
1000000,10,8,1.6273506190000262,0.9319831179999861,20260311_092947
100,100,8,0.060142938352970195,0.0010148210025388055,20260311_092947
1000,100,8,0.32034750057141537,0.00235235921738719,20260311_092947
10000,100,8,0.4454781668000578,0.012405993666654333,20260311_092947
100000,100,8,0.8500522303334037,0.10603838657898211,20260311_092947
1000000,100,8,4.793428394000102,1.8989643864998698,20260311_092947
100,1000,8,0.24594246455555752,0.0010128789736709339,20260311_092947
1000,1000,8,1.6758897990000605,0.002408396194950538,20260311_092947
100,10,16,0.047370099651140855,0.001080941182061651,20260311_092947
1000,10,16,0.21352546069995243,0.0017873586344950624,20260311_092947
10000,10,16,0.2617116468749714,0.006759302043916078,20260311_092947
100000,10,16,0.37627925150002284,0.052387279128232385,20260311_092947
1000000,10,16,1.28579843849991,0.49440092979994005,20260311_092947
100,100,16,0.06572050329032943,0.0011019483465549728,20260311_092947
1000,100,16,0.31191662228573996,0.0017810838210158798,20260311_092947
10000,100,16,0.4471434862000024,0.0068920756116813055,20260311_092947
100000,100,16,0.695149724333381,0.056307522666663265,20260311_092947
1000000,100,16,3.1810487079999348,1.0269222924998758,20260311_092947
100,1000,16,0.23170634022221748,0.0011451844796767335,20260311_092947
1000,1000,16,1.4332139374999997,0.0018740955702225383,20260311_092947
100,10,32,0.07764796961536237,0.001677376361276714,20260311_092947
1000,10,32,0.299510330571463,0.002342947411009854,20260311_092947
10000,10,32,0.4260614722000355,0.005784314395954046,20260311_092947
100000,10,32,0.4938469315999555,0.03838655992452021,20260311_092947
1000000,10,32,1.4909440254999708,0.3648771588333375,20260311_092947
100,100,32,0.08114897788002054,0.0016282488771361848,20260311_092947
1000,100,32,0.3955765133332913,0.002162366584861465,20260311_092947
10000,100,32,0.56993662550002,0.005829294302319462,20260311_092947
100000,100,32,0.7608350633333885,0.0415438261632665,20260311_092947
1000000,100,32,2.961690593000185,0.7635460240000308,20260311_092947
100,1000,32,0.2644562016249381,0.0016222101054342063,20260311_092947
1000,1000,32,1.548975956999925,0.0022253629621778567,20260311_092947
