n_samples,n_features,max_num_threads,fit_time,predict_time,run_id
100,10,1,0.037527156833322,0.0013784668449300691,20260303_085003
1000,10,1,0.23583139622216245,0.008938382495543351,20260303_085003
10000,10,1,0.389583097999927,0.06928933986207618,20260303_085003
100000,10,1,1.2459898020000537,0.6523456202500597,20260303_085003
1000000,10,1,9.77155397499996,6.28739619299995,20260303_085003
100,100,1,0.08698020769563063,0.001420081119231927,20260303_085003
1000,100,1,1.1688716840000097,0.009824242465676175,20260303_085003
10000,100,1,2.21839656200018,0.08883536726084854,20260303_085003
100000,100,1,8.318447607999815,1.5205218285000228,20260303_085003
1000000,100,1,63.69841129500014,14.897253711999838,20260303_085003
100,1000,1,0.5645781547499951,0.001576016510233871,20260303_085003
1000,1000,1,10.72522179800012,0.021691942870961368,20260303_085003
100,10,2,0.06390094871877494,0.0013220674150719305,20260303_085003
1000,10,2,0.282275261250021,0.005229463409927828,20260303_085003
10000,10,2,0.3802589585000078,0.036301617214300155,20260303_085003
100000,10,2,0.9254839583332645,0.3334978328333591,20260303_085003
1000000,10,2,5.3069022440001845,3.237216462000106,20260303_085003
100,100,2,0.17190864325001107,0.0013720547812089946,20260303_085003
1000,100,2,0.9525746013333295,0.005450194847406099,20260303_085003
10000,100,2,1.4792391754999699,0.04492183477779387,20260303_085003
100000,100,2,4.327929968999797,0.7801110580000264,20260303_085003
1000000,100,2,33.04968318499982,7.892447488000016,20260303_085003
100,1000,2,0.8580513410000398,0.0014215058500331701,20260303_085003
1000,1000,2,6.314418671000112,0.01069242444680548,20260303_085003
100,10,4,0.08024921703999098,0.0013246929867535748,20260303_085003
1000,10,4,0.31089026257144986,0.0033153716125798836,20260303_085003
10000,10,4,0.3638163825000144,0.01931345758654201,20260303_085003
100000,10,4,0.7494961693334213,0.17454775141667747,20260303_085003
1000000,10,4,3.3335685150000245,1.6982226409999157,20260303_085003
100,100,4,0.157360354230727,0.0014148633712838525,20260303_085003
1000,100,4,0.7579173903332806,0.003430930771873016,20260303_085003
10000,100,4,0.9725994680000744,0.022841538045458843,20260303_085003
100000,100,4,2.508552274000067,0.4176955912000267,20260303_085003
1000000,100,4,17.63427380799999,4.066297488000146,20260303_085003
100,1000,4,0.7633838953333907,0.0013869770485109782,20260303_085003
1000,1000,4,3.9726446759998453,0.005244307018325506,20260303_085003
100,10,8,0.07570790777777735,0.001644686178305491,20260303_085003
1000,10,8,0.34203746183326683,0.0027642437527612518,20260303_085003
10000,10,8,0.38453748133326826,0.011979102940109485,20260303_085003
100000,10,8,0.6468200477500545,0.09192042590910371,20260303_085003
1000000,10,8,2.5795106489999853,0.9316485669999869,20260303_085003
100,100,8,0.11563888922219373,0.0017371574280833615,20260303_085003
1000,100,8,0.4960438768000131,0.0028192761014109455,20260303_085003
10000,100,8,0.7522965436666406,0.012593649761013367,20260303_085003
100000,100,8,1.654086229499967,0.21780205400004887,20260303_085003
1000000,100,8,10.385770871999966,2.2035424050000074,20260303_085003
100,1000,8,0.6789203873333159,0.0015758541661373274,20260303_085003
1000,1000,8,3.301160394999897,0.0034883672996526027,20260303_085003
