n_samples,n_features,max_num_threads,fit_time,predict_time,run_id
100,10,1,0.023823738928570037,0.0008685497742061687,20260311_092621
1000,10,1,0.14526983592856726,0.007596731613640865,20260311_092621
10000,10,1,0.24634431655555192,0.06236806106061053,20260311_092621
100000,10,1,0.7837318159999237,0.591178438749921,20260311_092621
1000000,10,1,6.009804995999957,5.845305310999947,20260311_092621
100,100,1,0.04745947537206882,0.0009255916683610777,20260311_092621
1000,100,1,0.5757198712499871,0.008240379711935709,20260311_092621
10000,100,1,1.2004043199999614,0.06921263010344617,20260311_092621
100000,100,1,3.8977241699999468,1.0502519120000215,20260311_092621
1000000,100,1,35.63842358200009,14.817333938000047,20260311_092621
100,1000,1,0.2845532193750273,0.0010200631606338128,20260311_092621
1000,1000,1,5.535756769000045,0.010432792468745808,20260311_092621
100,10,2,0.03610284144644181,0.000770341737386512,20260311_092621
1000,10,2,0.13873363866665991,0.004307549804298595,20260311_092621
10000,10,2,0.19767037599998813,0.032407049370964426,20260311_092621
100000,10,2,0.5095265607500323,0.3010942079999625,20260311_092621
1000000,10,2,3.3064412589999392,2.9719713529998444,20260311_092621
100,100,2,0.057252486857136575,0.0007852032704073035,20260311_092621
1000,100,2,0.4092124037999838,0.0045421184671168395,20260311_092621
10000,100,2,0.7229983243333512,0.03436859445763098,20260311_092621
100000,100,2,2.152801563999901,0.598746095750073,20260311_092621
1000000,100,2,18.801602211000045,7.547582422999994,20260311_092621
100,1000,2,0.3026341934285353,0.0008070323493341749,20260311_092621
1000,1000,2,3.4005157999999938,0.005832182300279966,20260311_092621
100,10,4,0.041450662857136084,0.0010762403722424402,20260311_092621
1000,10,4,0.17740006575000203,0.0035338922420543105,20260311_092621
10000,10,4,0.23245234011106833,0.023497915302324292,20260311_092621
100000,10,4,0.5022894030000202,0.21325230630000078,20260311_092621
1000000,10,4,2.715083204000166,2.109605313999964,20260311_092621
100,100,4,0.06393643787498604,0.001065427792338017,20260311_092621
1000,100,4,0.4184517720000258,0.0036463195828954436,20260311_092621
10000,100,4,0.7100897179999871,0.025412545012622554,20260311_092621
100000,100,4,1.840117424500022,0.4264155050000227,20260311_092621
1000000,100,4,14.643408346999877,5.482527691000087,20260311_092621
100,1000,4,0.2925705844286962,0.0010811608535139974,20260311_092621
1000,1000,4,3.088742734999869,0.00428565599999687,20260311_092621
