n_samples,n_features,max_num_threads,fit_time,predict_time,run_id
100,10,1,0.02326679702325903,0.0008026452949439462,20260303_105610
1000,10,1,0.1434546047856884,0.0061665408276943565,20260303_105610
10000,10,1,0.23085058422221513,0.049286555512198016,20260303_105610
100000,10,1,0.6982851046666761,0.4680996703999881,20260303_105610
1000000,10,1,5.049402439000005,4.681206983000038,20260303_105610
100,100,1,0.04518891582222295,0.0008416006436692236,20260303_105610
1000,100,1,0.5552385167499949,0.007190250000000094,20260303_105610
10000,100,1,1.1395382635000146,0.05833368848571874,20260303_105610
100000,100,1,3.8056057649999957,0.9369273933333488,20260303_105610
1000000,100,1,33.88360137899997,11.548634667999977,20260303_105610
100,1000,1,0.2710649307500148,0.0009195240335490344,20260303_105610
1000,1000,1,5.355396644999928,0.009785893658543656,20260303_105610
100,10,2,0.03847969521154063,0.000938036658228523,20260303_105610
1000,10,2,0.17892352358333596,0.004278302004273189,20260303_105610
10000,10,2,0.24761384011112064,0.0317706659365076,20260303_105610
100000,10,2,0.532614499999994,0.308361030714309,20260303_105610
1000000,10,2,3.1279058200000236,2.437912249999954,20260303_105610
100,100,2,0.06026863914705834,0.0009669293958431074,20260303_105610
1000,100,2,0.42872261960001196,0.0043689798689927565,20260303_105610
10000,100,2,0.7584500573332965,0.035420458684213146,20260303_105610
100000,100,2,2.1550317769999765,0.4007682116000069,20260303_105610
1000000,100,2,17.839054429000043,5.823674760000017,20260303_105610
100,1000,2,0.2929467051428511,0.0009601288910738296,20260303_105610
1000,1000,2,3.2577646659999573,0.00524754303664528,20260303_105610
100,10,4,0.04038001156000519,0.0010220073152786672,20260303_105610
1000,10,4,0.20040495059997737,0.00292018244379499,20260303_105610
10000,10,4,0.25787011112501546,0.017381434060344394,20260303_105610
100000,10,4,0.4381550997999966,0.15812823823076683,20260303_105610
1000000,10,4,2.070406045000027,1.387914697000042,20260303_105610
100,100,4,0.06377115503122965,0.0010276072223903865,20260303_105610
1000,100,4,0.38152286600003055,0.0029103583212205185,20260303_105610
10000,100,4,0.5590147997499741,0.019339099759606553,20260303_105610
100000,100,4,1.2661568555000144,0.17139123466667647,20260303_105610
1000000,100,4,8.228754804000005,2.857691951999982,20260303_105610
100,1000,4,0.27590987237499576,0.001028773584060868,20260303_105610
1000,1000,4,2.383564422999939,0.0032736201440283293,20260303_105610
100,10,8,0.04375079610869277,0.001043813392281123,20260303_105610
1000,10,8,0.2065800034999711,0.0021089788514230237,20260303_105610
10000,10,8,0.25115419550002116,0.009594698511962537,20260303_105610
100000,10,8,0.3704150826666819,0.0833916875416681,20260303_105610
1000000,10,8,1.484331118,0.7341552023332648,20260303_105610
100,100,8,0.060567226117641704,0.0010401603343762652,20260303_105610
1000,100,8,0.3308375788571019,0.0020320178375622796,20260303_105610
10000,100,8,0.45562653419997334,0.010450613291663302,20260303_105610
100000,100,8,0.8366913286666507,0.09027086600001341,20260303_105610
1000000,100,8,4.892809704999991,1.4942258569999467,20260303_105610
100,1000,8,0.23746034444447003,0.0010092161432894492,20260303_105610
1000,1000,8,1.6944449100000156,0.002215597165004843,20260303_105610
100,10,16,0.048037783309534156,0.0011004687755765419,20260303_105610
1000,10,16,0.2205733684000279,0.0017279621528527003,20260303_105610
10000,10,16,0.2682222587499723,0.00591979958284027,20260303_105610
100000,10,16,0.369865845999963,0.0454167844222209,20260303_105610
1000000,10,16,1.243390616499937,0.39394434716662846,20260303_105610
100,100,16,0.06458258674192327,0.0010904308648451717,20260303_105610
1000,100,16,0.3277448682857279,0.0017129887380139131,20260303_105610
10000,100,16,0.4102153792000536,0.006016599582590498,20260303_105610
100000,100,16,0.6902326679999836,0.04558298554547429,20260303_105610
1000000,100,16,3.173847725000087,0.893747074333381,20260303_105610
100,1000,16,0.21086676080001326,0.0010316329458471035,20260303_105610
1000,1000,16,1.4361056565001036,0.0016786473657711039,20260303_105610
100,10,32,0.09364309631815683,0.0015565525291828992,20260303_105610
1000,10,32,0.29619741057142945,0.0020554371293624724,20260303_105610
10000,10,32,0.408759589400006,0.005101819394401336,20260303_105610
100000,10,32,0.48914330580000753,0.03162893093748664,20260303_105610
1000000,10,32,1.3790007730000298,0.2910924281428769,20260303_105610
100,100,32,0.07783543896154627,0.001595925102866462,20260303_105610
1000,100,32,0.40078504440007234,0.002056383032886646,20260303_105610
10000,100,32,0.4926585041999715,0.00518762569430317,20260303_105610
100000,100,32,0.7413098273333011,0.03508201920688187,20260303_105610
1000000,100,32,3.0809055629999875,0.6605934129999582,20260303_105610
100,1000,32,0.22074945219999337,0.00159013595787208,20260303_105610
1000,1000,32,1.4248677975001556,0.0021573560312482943,20260303_105610
