n_samples,n_features,max_num_threads,fit_time,predict_time,run_id
100,10,1,0.036740101763629435,0.001557785049843907,20260311_092220
1000,10,1,0.2550995139999941,0.010514398251305117,20260311_092220
10000,10,1,0.4130183871999861,0.0828428417600071,20260311_092220
100000,10,1,1.3434008330000324,0.7853129406666616,20260311_092220
1000000,10,1,10.057451324999988,7.696349009999949,20260311_092220
100,100,1,0.08471910845833956,0.0015647981720090496,20260311_092220
1000,100,1,1.1720816979999995,0.01164915188952776,20260311_092220
10000,100,1,2.184346589000029,0.11271022500001335,20260311_092220
100000,100,1,8.2063720619999,1.6979669145000003,20260311_092220
1000000,100,1,65.51402679099999,17.19613126899992,20260311_092220
100,1000,1,0.5847843187500246,0.001778867338666108,20260311_092220
1000,1000,1,10.706596600000012,0.02882434707143245,20260311_092220
100,10,2,0.06502737618749777,0.0014320070300611878,20260311_092220
1000,10,2,0.3021370201428389,0.00618285509876266,20260311_092220
10000,10,2,0.38922199183332395,0.042674910021274784,20260311_092220
100000,10,2,1.0133106369999798,0.39956797283332435,20260311_092220
1000000,10,2,5.907344190000003,3.9107430659998954,20260311_092220
100,100,2,0.1787654654166507,0.001461455457999551,20260311_092220
1000,100,2,0.9822321656666494,0.006553346091498324,20260311_092220
10000,100,2,1.4958103369999662,0.056594220555543494,20260311_092220
100000,100,2,4.56746625400001,0.9245765900000151,20260311_092220
1000000,100,2,34.55584030600005,9.222127763999993,20260311_092220
100,1000,2,0.9312408640000361,0.0015528633897519736,20260311_092220
1000,1000,2,6.267734212999926,0.01295514258064662,20260311_092220
100,10,4,0.0801189832800037,0.001352490446245711,20260311_092220
1000,10,4,0.27714149749999706,0.0039617093683181346,20260311_092220
10000,10,4,0.3446847111666784,0.022741337852278578,20260311_092220
100000,10,4,0.7250825533333606,0.2056137106000051,20260311_092220
1000000,10,4,3.6624355589999595,2.008194182000011,20260311_092220
100,100,4,0.1616531110000166,0.0013991139797213576,20260311_092220
1000,100,4,0.7179898410000002,0.0040491377530397195,20260311_092220
10000,100,4,1.0003789493332913,0.027720118328764403,20260311_092220
100000,100,4,2.4506238849999136,0.4548408838000114,20260311_092220
1000000,100,4,17.83456052800011,4.685905921000085,20260311_092220
100,1000,4,0.8288969856666881,0.0013900972835311034,20260311_092220
1000,1000,4,3.9174981480000497,0.006675801179998568,20260311_092220
100,10,8,0.0693836483103104,0.00143031362401918,20260311_092220
1000,10,8,0.24501569744443763,0.002883045347264654,20260311_092220
10000,10,8,0.3051708489999458,0.012890887230760666,20260311_092220
100000,10,8,0.5552441954999949,0.10758052500000304,20260311_092220
1000000,10,8,2.700553379999974,1.0913792540000031,20260311_092220
100,100,8,0.1508786314285544,0.001437961257369562,20260311_092220
1000,100,8,0.4554447144000733,0.0027850432044584884,20260311_092220
10000,100,8,0.6837585803333847,0.01466359669343945,20260311_092220
100000,100,8,1.8173218600001064,0.2358027582222601,20260311_092220
1000000,100,8,10.087219602999994,2.4037785670000176,20260311_092220
100,1000,8,0.7319488176666861,0.0014110133864660987,20260311_092220
1000,1000,8,3.2931508429999212,0.0033872932927312698,20260311_092220
