n_samples,n_features,max_num_threads,fit_time,predict_time,run_id
100,10,1,0.03593744821428402,0.001421915928927818,20260227_153504
1000,10,1,0.24332237322223843,0.009305747223253134,20260227_153504
10000,10,1,0.39428525083333926,0.0725929913214348,20260227_153504
100000,10,1,1.240333709999959,0.6873959133333377,20260227_153504
1000000,10,1,9.988525286000026,6.621816033999949,20260227_153504
100,100,1,0.08226742747999197,0.0014872706171007474,20260227_153504
1000,100,1,1.1797845240000129,0.010145041833328204,20260227_153504
10000,100,1,2.2257533689999036,0.14224362173332944,20260227_153504
100000,100,1,8.568587364999985,1.5348068164999518,20260227_153504
1000000,100,1,63.178390690000015,15.151141745000018,20260227_153504
100,1000,1,0.6965996176666825,0.0019651192229878972,20260227_153504
1000,1000,1,11.384810033999997,0.026753209093337015,20260227_153504
100,10,2,0.06637903458063706,0.001369109464067017,20260227_153504
1000,10,2,0.25879937924996455,0.005488355912326706,20260227_153504
10000,10,2,0.38366025216669186,0.03762766118518357,20260227_153504
100000,10,2,0.9012313663333392,0.3520429271666785,20260227_153504
1000000,10,2,5.598006090000013,3.3971086770000056,20260227_153504
100,100,2,0.117819236764697,0.0014497484260882333,20260227_153504
1000,100,2,0.9345273833333749,0.006001353685627362,20260227_153504
10000,100,2,1.4763189785000463,0.05671541838888553,20260227_153504
100000,100,2,4.6940736809999635,0.7991732723333295,20260227_153504
1000000,100,2,33.07189447099995,7.812928629999988,20260227_153504
100,1000,2,0.7826206500000126,0.0015410580816651684,20260227_153504
1000,1000,2,6.66400621799994,0.012440445962721576,20260227_153504
100,10,4,0.05950844267644751,0.0012806372362352569,20260227_153504
1000,10,4,0.24531861944443437,0.003664858463366727,20260227_153504
10000,10,4,0.32390461757144556,0.020528798000000556,20260227_153504
100000,10,4,0.6435994630000437,0.1836112608182041,20260227_153504
1000000,10,4,3.5273621730000286,1.756094315999917,20260227_153504
100,100,4,0.08610140499999375,0.0013501016842079473,20260227_153504
1000,100,4,0.5540017330000637,0.0038670391351336595,20260227_153504
10000,100,4,0.89376978733344,0.02514964811252298,20260227_153504
100000,100,4,2.608175777000042,0.4332735559999946,20260227_153504
1000000,100,4,17.917617259999815,4.261517794999918,20260227_153504
100,1000,4,0.5429551175000142,0.0015004912348063717,20260227_153504
1000,1000,4,3.9258078020000085,0.00644973651447182,20260227_153504
100,10,8,0.05623443436110165,0.0013709342405763144,20260227_153504
1000,10,8,0.2486855442222754,0.0036030659190659886,20260227_153504
10000,10,8,0.3137658664285417,0.020177142200006982,20260227_153504
100000,10,8,0.6277321962499514,0.1845301564545397,20260227_153504
1000000,10,8,3.6771518919999835,1.779779551000047,20260227_153504
100,100,8,0.08401269170831445,0.0013348511520985585,20260227_153504
1000,100,8,0.5312051825000026,0.0037145722059422326,20260227_153504
10000,100,8,0.868201218666627,0.024213269891583056,20260227_153504
100000,100,8,2.5695069860000785,0.4232639453999127,20260227_153504
1000000,100,8,17.752808347999917,4.14803426200001,20260227_153504
100,1000,8,0.43607963999993443,0.001462145857458687,20260227_153504
1000,1000,8,3.848322797000037,0.0066023053960422955,20260227_153504
