n_samples,n_features,max_num_threads,fit_time,predict_time,run_id
100,10,1,0.015594241310021224,0.0005960004457666358,20260226_165149
1000,10,1,0.12066027441195569,0.010282724369244534,20260226_165149
10000,10,1,0.25141397950028477,0.08319176996010355,20260226_165149
100000,10,1,0.9198853333333924,0.7781122083330653,20260226_165149
1000000,10,1,6.870258291999562,7.611401125001066,20260226_165149
100,100,1,0.0453030045999185,0.0006185903753639475,20260226_165149
1000,100,1,0.6313015519995133,0.010796727844085923,20260226_165149
10000,100,1,1.4046955625008195,0.08909412317386697,20260226_165149
100000,100,1,4.951994916998956,1.206685645500329,20260226_165149
1000000,100,1,39.2845699999998,11.3318574169989,20260226_165149
100,1000,1,0.36829170816660434,0.0006580985819027773,20260226_165149
1000,1000,1,6.696641000000454,0.012861586891059956,20260226_165149
100,10,2,0.030844289153817674,0.0006948531038603741,20260226_165149
1000,10,2,0.1273293854375197,0.005648970490227852,20260226_165149
10000,10,2,0.19750375363582862,0.042413556395634565,20260226_165149
100000,10,2,0.5745460519992776,0.40226166659995216,20260226_165149
1000000,10,2,3.849352541999906,3.867840500000966,20260226_165149
100,100,2,0.05147137079494804,0.0006520621297207664,20260226_165149
1000,100,2,0.42736810019996485,0.005863053719351005,20260226_165149
10000,100,2,0.8112353476669037,0.046437630636649956,20260226_165149
100000,100,2,2.7219826670007023,0.5072684690012466,20260226_165149
1000000,100,2,21.083729791000223,4.902939291998337,20260226_165149
100,1000,2,0.3020971489999543,0.0006279745105246182,20260226_165149
1000,1000,2,3.8213583750002726,0.006738966056971806,20260226_165149
100,10,4,0.031161828799947847,0.0007672263655225699,20260226_165149
1000,10,4,0.21050778759999958,0.0034492750241732774,20260226_165149
10000,10,4,0.22602262488807254,0.02235407043347853,20260226_165149
100000,10,4,0.43118950000061884,0.20637550829960674,20260226_165149
1000000,10,4,2.58555245900061,1.927334312500534,20260226_165149
100,100,4,0.0485810177858747,0.0007183774136056158,20260226_165149
1000,100,4,0.3656457429994286,0.0034306575575129387,20260226_165149
10000,100,4,0.6036370207493746,0.02535035073434082,20260226_165149
100000,100,4,1.7677685840008053,0.3296638869999567,20260226_165149
1000000,100,4,17.36828645800051,3.4515344169994933,20260226_165149
100,1000,4,0.2560927292497581,0.0007317324516613348,20260226_165149
1000,1000,4,3.243874499999947,0.005257406424170196,20260226_165149
100,10,8,0.12572808087497833,0.005734839899797175,20260226_165149
1000,10,8,0.5172592812496077,0.006098426722518325,20260226_165149
10000,10,8,0.8031583056666326,0.01806621776549864,20260226_165149
100000,10,8,1.1021130209992407,0.14412613992863044,20260226_165149
1000000,10,8,4.098680707997119,1.3675870834995294,20260226_165149
100,100,8,0.12055961529425557,0.0022339309977732163,20260226_165149
1000,100,8,0.9186459306680869,0.0041613975175506445,20260226_165149
10000,100,8,1.2547501040007774,0.02216921891198541,20260226_165149
100000,100,8,2.555588583996723,0.5002390314994045,20260226_165149
1000000,100,8,18.163944333999098,3.656416124998941,20260226_165149
100,1000,8,0.5048546039997746,0.002071764858228336,20260226_165149
1000,1000,8,4.016059917001257,0.00452597677828565,20260226_165149
