n_samples,n_features,max_num_threads,fit_time,predict_time,run_id
100,10,1,0.015679120476988828,0.0007770828336621374,20260311_101145
1000,10,1,0.12703563800187112,0.010304599430841895,20260311_101145
10000,10,1,0.24604045811348543,0.0847395937089459,20260311_101145
100000,10,1,0.9531712359991312,0.8010187636634024,20260311_101145
1000000,10,1,6.913001290988177,7.58284466600162,20260311_101145
100,100,1,0.04675474407003792,0.0006659412786402379,20260311_101145
1000,100,1,0.6310462812507467,0.010769387602121368,20260311_101145
10000,100,1,1.3789888540050015,0.09077052704347095,20260311_101145
100000,100,1,4.804114917002153,1.160442458000034,20260311_101145
1000000,100,1,39.14905891600938,11.345948792004492,20260311_101145
100,1000,1,0.3860109511660994,0.0006945849566515487,20260311_101145
1000,1000,1,6.9552209579997,0.013259794529903656,20260311_101145
100,10,2,0.059859933822521916,0.0024817598396044156,20260311_101145
1000,10,2,0.4461628831981216,0.007357020411826156,20260311_101145
10000,10,2,0.5688974687509472,0.04499040186638013,20260311_101145
100000,10,2,0.9607913333359951,0.40915073340001984,20260311_101145
1000000,10,2,4.279461792000802,3.8021597920014756,20260311_101145
100,100,2,0.0794720432302431,0.002520252082139718,20260311_101145
1000,100,2,0.7524569306648724,0.007645356328002682,20260311_101145
10000,100,2,1.2769729580031708,0.04890303868550535,20260311_101145
100000,100,2,3.1891969999996945,0.5204571145004593,20260311_101145
1000000,100,2,21.208301375008887,5.052863499993691,20260311_101145
100,1000,2,0.450738483198802,0.002539542698942398,20260311_101145
1000,1000,2,4.5797436669963645,0.008688724246249006,20260311_101145
100,10,4,0.08302192175993696,0.0038290579388321894,20260311_101145
1000,10,4,0.6831785556714749,0.006525932442710101,20260311_101145
10000,10,4,0.8449602083322437,0.025930386768334594,20260311_101145
100000,10,4,1.1394431254957453,0.2108473956992384,20260311_101145
1000000,10,4,3.2434396669996204,2.0062120000075083,20260311_101145
100,100,4,0.10377623324893648,0.0038451842206549043,20260311_101145
1000,100,4,0.9398825136692418,0.006993037479320278,20260311_101145
10000,100,4,1.4196202290040674,0.0578065905150392,20260311_101145
100000,100,4,2.6957640000036918,0.5277337917468685,20260311_101145
1000000,100,4,18.734453874989413,3.439401750001707,20260311_101145
100,1000,4,0.40974724999978207,0.0039765239702713555,20260311_101145
1000,1000,4,3.641097959000035,0.007440279330160265,20260311_101145
100,10,8,0.139407416600928,0.007158741242840603,20260311_101145
1000,10,8,1.2355425210043904,0.009925756173549533,20260311_101145
10000,10,8,1.4959710004986846,0.019930822554039815,20260311_101145
100000,10,8,1.7627020829968387,0.11455570149943621,20260311_101145
1000000,10,8,3.5184950830007438,1.1542171664987109,20260311_101145
100,100,8,0.17408487499900124,0.008710681856546611,20260311_101145
1000,100,8,1.5341972290043486,0.010022195460333023,20260311_101145
10000,100,8,1.9594282085090526,0.02596961278304195,20260311_101145
100000,100,8,2.7918030410073698,0.3089719700011691,20260311_101145
1000000,100,8,16.108408915999462,3.1678758750058478,20260311_101145
100,1000,8,0.487567124798079,0.007122826259809023,20260311_101145
1000,1000,8,3.9525379999977304,0.010446711171956244,20260311_101145
