n_samples,n_features,max_num_threads,fit_time,predict_time,run_id
100,10,1,0.025052892549990703,0.0009058362164857155,20260311_092853
1000,10,1,0.15463702561539952,0.007593709765147464,20260311_092853
10000,10,1,0.2535444233749615,0.06246924330302632,20260311_092853
100000,10,1,0.7936288033333009,0.5969966732500325,20260311_092853
1000000,10,1,5.847048565000023,5.889384027999995,20260311_092853
100,100,1,0.04890210865851148,0.0009608051210399122,20260311_092853
1000,100,1,0.5819982297500133,0.008239952057624483,20260311_092853
10000,100,1,1.1793745295000235,0.06709082696665973,20260311_092853
100000,100,1,3.8940638479998597,1.010599599499983,20260311_092853
1000000,100,1,34.804064862999894,14.274811979000106,20260311_092853
100,1000,1,0.2868489681428465,0.0010509021628167887,20260311_092853
1000,1000,1,5.59455690499999,0.01192721272023992,20260311_092853
100,10,2,0.03589042696428838,0.000995950236935065,20260311_092853
1000,10,2,0.1876126620909004,0.005222862916454982,20260311_092853
10000,10,2,0.25766767949994573,0.0394560340391986,20260311_092853
100000,10,2,0.5903615054999705,0.3728799316666785,20260311_092853
1000000,10,2,3.5105631090000315,3.0437871690000975,20260311_092853
100,100,2,0.062105320454555,0.0010495132633792626,20260311_092853
1000,100,2,0.44392099280003094,0.005364216957095729,20260311_092853
10000,100,2,0.7766593396666698,0.04102419657141934,20260311_092853
100000,100,2,2.166062540999974,0.43786322020000623,20260311_092853
1000000,100,2,18.086718639000082,7.06945472800021,20260311_092853
100,1000,2,0.2948528175714143,0.0010616525265371127,20260311_092853
1000,1000,2,3.358805195000059,0.006325192145111637,20260311_092853
100,10,4,0.040432443259992394,0.001042619591453639,20260311_092853
1000,10,4,0.1816191363333246,0.0032276854000025607,20260311_092853
10000,10,4,0.2339115668888654,0.02088593461458525,20260311_092853
100000,10,4,0.43351655359997493,0.18938110054546087,20260311_092853
1000000,10,4,2.2034385609999845,1.5684764845000245,20260311_092853
100,100,4,0.058889018088239826,0.0009693060925396707,20260311_092853
1000,100,4,0.3434210458333382,0.0032722089248323795,20260311_092853
10000,100,4,0.5316045042500264,0.02180259808696282,20260311_092853
100000,100,4,1.2566568260000395,0.22935305555554603,20260311_092853
1000000,100,4,9.712980104000053,3.666565440999875,20260311_092853
100,1000,4,0.26276082374999987,0.001037376854256835,20260311_092853
1000,1000,4,2.1950355539997872,0.0036784121911812703,20260311_092853
100,10,8,0.04407107739128289,0.0010424597978162533,20260311_092853
1000,10,8,0.2036956274000204,0.0022125557223471415,20260311_092853
10000,10,8,0.23950794077776058,0.011358980604505776,20260311_092853
100000,10,8,0.37968843149997156,0.09752086590477423,20260311_092853
1000000,10,8,1.6085204365000436,0.8537140060000942,20260311_092853
100,100,8,0.06277490940626507,0.0010508765698538204,20260311_092853
1000,100,8,0.3238876008571684,0.0022270527819876875,20260311_092853
10000,100,8,0.4372198587999264,0.012006898994007418,20260311_092853
100000,100,8,0.8434103403333211,0.1200343230588233,20260311_092853
1000000,100,8,5.692501737000157,1.8958680404999768,20260311_092853
100,1000,8,0.24822416133330685,0.0010284911876585815,20260311_092853
1000,1000,8,1.6870612754999001,0.002407541292420618,20260311_092853
100,10,16,0.07044285724140505,0.0014573784107760307,20260311_092853
1000,10,16,0.25363568449995455,0.002421160361547813,20260311_092853
10000,10,16,0.30855677299996387,0.008847206748893492,20260311_092853
100000,10,16,0.4532346436000353,0.07031724824135946,20260311_092853
1000000,10,16,1.60871456950008,0.6283755222499963,20260311_092853
100,100,16,0.07693456284613813,0.0015375888954657102,20260311_092853
1000,100,16,0.4041644923999684,0.0023973950718556296,20260311_092853
10000,100,16,0.4937384654000653,0.00922294798157004,20260311_092853
100000,100,16,0.8721289890000511,0.0856649517499856,20260311_092853
1000000,100,16,4.848302750999892,1.393689395000024,20260311_092853
100,1000,16,0.24431641611110738,0.0014836855890205721,20260311_092853
1000,1000,16,1.62141173349994,0.002453458969365088,20260311_092853
