n_samples,n_features,max_num_threads,fit_time,predict_time,run_id
100,10,1,0.03553300938599996,0.0014110755430263321,20260219_162412
1000,10,1,0.23194711488890285,0.009303391200023197,20260219_162412
10000,10,1,0.37893150583340685,0.07282552046430217,20260219_162412
100000,10,1,1.221721155500063,0.6860053516666085,20260219_162412
1000000,10,1,9.443758441999762,6.642109019000145,20260219_162412
100,100,1,0.08543328858337418,0.001452737741470818,20260219_162412
1000,100,1,1.17312147299981,0.010307281784601703,20260219_162412
10000,100,1,2.1824895989998367,0.09048748569565483,20260219_162412
100000,100,1,8.414340065000033,1.5848836440000014,20260219_162412
1000000,100,1,64.5900861619998,15.313460318000125,20260219_162412
100,1000,1,0.5553411027500488,0.0016343540629001681,20260219_162412
1000,1000,1,10.83658536799976,0.023541660117649264,20260219_162412
100,10,2,0.05450917681076356,0.0013430159859053187,20260219_162412
1000,10,2,0.2911145651428342,0.005491355594527355,20260219_162412
10000,10,2,0.3712404969999928,0.03834912903772111,20260219_162412
100000,10,2,0.9418124443335122,0.350347040499931,20260219_162412
1000000,10,2,5.20534788499981,3.384586951000074,20260219_162412
100,100,2,0.16594177269227936,0.001376165481429152,20260219_162412
1000,100,2,0.9697276149998592,0.005809774892748174,20260219_162412
10000,100,2,1.4974464609999814,0.04658403627907446,20260219_162412
100000,100,2,4.333362554999894,0.7889624830001291,20260219_162412
1000000,100,2,33.114635562999865,7.909396037000079,20260219_162412
100,1000,2,0.9030432839999776,0.001447504752525499,20260219_162412
1000,1000,2,6.253975473000082,0.01043170252085209,20260219_162412
100,10,4,0.06327452825006219,0.0014178700106267253,20260219_162412
1000,10,4,0.3130722921428709,0.0034859628867532923,20260219_162412
10000,10,4,0.3472251343332573,0.020223890292899425,20260219_162412
100000,10,4,0.7330681156668106,0.17973738516669377,20260219_162412
1000000,10,4,3.508897717000309,1.774099945500211,20260219_162412
100,100,4,0.17146436808332055,0.0013579018750922568,20260219_162412
1000,100,4,0.7843515743332622,0.0036692328809476414,20260219_162412
10000,100,4,1.0047131884998635,0.023639179470581653,20260219_162412
100000,100,4,2.5094510419999096,0.4049177115999555,20260219_162412
1000000,100,4,17.505787594999674,4.037375266000254,20260219_162412
100,1000,4,0.8064278010000029,0.001342841744953386,20260219_162412
1000,1000,4,3.8915212789997895,0.005077335819813819,20260219_162412
100,10,8,0.10129417735004154,0.001631570035887297,20260219_162412
1000,10,8,0.353626057999918,0.0027031170513559166,20260219_162412
10000,10,8,0.4173139155998797,0.011432650154277196,20260219_162412
100000,10,8,0.7153865233334121,0.09515383277274933,20260219_162412
1000000,10,8,2.662637209999957,0.9701188663334506,20260219_162412
100,100,8,0.2027671803000885,0.0016178445577959796,20260219_162412
1000,100,8,0.6989732663334204,0.002800106341255996,20260219_162412
10000,100,8,0.9862112536666245,0.013488192651011376,20260219_162412
100000,100,8,1.7645068399999673,0.2198552094000661,20260219_162412
1000000,100,8,10.030161648000103,2.261883324000337,20260219_162412
100,1000,8,0.7788506486666241,0.0017058439454468598,20260219_162412
1000,1000,8,3.628328519999741,0.0035286957689655103,20260219_162412
