n_samples,n_features,n_threads,n_cpus,system,machine,fit_time,predict_time,fit_speedup,predict_speedup
100,10,1,8,Linux,x86_64,0.02442039678048814,0.0008660986584418011,1.0,1.0
100,10,2,8,Linux,x86_64,0.034124052372881526,0.0007633341579548912,0.7156358955742048,1.1346258377356444
100,10,3,8,Linux,x86_64,0.036037906232141585,0.0007097234657680784,0.677630843012406,1.2203325664376758
100,10,4,8,Linux,x86_64,0.03626393066071592,0.0007125913067334656,0.6734073316255904,1.2154213084804761
100,10,5,8,Linux,x86_64,0.03819407199999844,0.0007094760631429147,0.6393766231704526,1.2207581107177352
100,10,6,8,Linux,x86_64,0.039516830490197545,0.001006497308852858,0.6179745814013552,0.8605076743115444
100,10,7,8,Linux,x86_64,0.03991952535294024,0.0010111104749871507,0.6117406598545511,0.8565816296708899
100,10,8,8,Linux,x86_64,0.04202077897916764,0.001005880944695699,0.5811505015791087,0.8610349594641291
100,31,1,8,Linux,x86_64,0.029714237985295294,0.0008726809685862191,1.0,1.0
100,31,2,8,Linux,x86_64,0.03678050289090813,0.0007634352366418741,0.8078801443642152,1.143097576193738
100,31,3,8,Linux,x86_64,0.03656477901818417,0.0007246536278981106,0.812646453312845,1.2042732348107719
100,31,4,8,Linux,x86_64,0.03672272269091598,0.0007065811356412773,0.8091512776814241,1.2350753856373384
100,31,5,8,Linux,x86_64,0.0381722449245307,0.0007047736515149625,0.7784252155995147,1.2382428978585216
100,31,6,8,Linux,x86_64,0.04191290706249973,0.00101763822736505,0.7089519689241787,0.8575552147307145
100,31,7,8,Linux,x86_64,0.041857630916665535,0.0010154853065983927,0.709888193253303,0.8593733094075675
100,31,8,8,Linux,x86_64,0.04429226476086782,0.0010156517121839121,0.6708674335286599,0.8592325086615872
100,100,1,8,Linux,x86_64,0.048009668047615695,0.0009401760192677538,1.0,1.0
100,100,2,8,Linux,x86_64,0.055293861648645026,0.0007755537975946849,0.8682639739051788,1.212264090748612
100,100,3,8,Linux,x86_64,0.05338262468421219,0.0007291505862187537,0.8993500850064883,1.2894126906532994
100,100,4,8,Linux,x86_64,0.0525416966666687,0.0007013832244036852,0.9137441516629207,1.3404598036502653
100,100,5,8,Linux,x86_64,0.05520457351351708,0.0007103149186793042,0.8696683081132819,1.3236044950538737
100,100,6,8,Linux,x86_64,0.05780644642857656,0.001023203941176375,0.8305244659336499,0.9188549627621995
100,100,7,8,Linux,x86_64,0.057227626742863844,0.00101080008691256,0.8389246729264794,0.9301305287175786
100,100,8,8,Linux,x86_64,0.0607508782000033,0.001003036776329209,0.7902711774726754,0.9373295590501624
100,316,1,8,Linux,x86_64,0.28391047175000494,0.000942063558643002,1.0,1.0
100,316,2,8,Linux,x86_64,0.21663445319999824,0.000776603760870047,1.310550872939389,1.2130556225836282
100,316,3,8,Linux,x86_64,0.19114247418182437,0.0007344498215853629,1.4853342929941096,1.2826792667870623
100,316,4,8,Linux,x86_64,0.17333252425000012,0.0007096959971623946,1.6379526749435471,1.3274184473488533
100,316,5,8,Linux,x86_64,0.17970322133334093,0.0007304867129292171,1.5798852666272716,1.289638185019645
100,316,6,8,Linux,x86_64,0.1778608820833322,0.0010294683875445145,1.5962502177234559,0.9150971220107202
100,316,7,8,Linux,x86_64,0.17451774399998973,0.001017587088504122,1.626828683678272,0.9257817530171876
100,316,8,8,Linux,x86_64,0.1789273496666605,0.0010279671017468784,1.5867360259844387,0.9164335678078647
100,1000,1,8,Linux,x86_64,0.5451544324999844,0.000999398768232322,1.0,1.0
100,1000,2,8,Linux,x86_64,0.4662226999999916,0.0008042910506627443,1.1693004920180725,1.2425834744882551
100,1000,3,8,Linux,x86_64,0.45739920160000336,0.0007578001140145423,1.1918569831189239,1.3188158061073392
100,1000,4,8,Linux,x86_64,0.41342891580000013,0.0007249276386379213,1.3186170866764135,1.3786186578706106
100,1000,5,8,Linux,x86_64,0.4578511804000073,0.001039978090436764,1.1906804128444173,0.960980598939926
100,1000,6,8,Linux,x86_64,0.4127610362000155,0.0007221915707577125,1.3207507121282975,1.3838416407765157
100,1000,7,8,Linux,x86_64,0.3977734340000059,0.0010282828396708096,1.3705149361482403,0.9719103827039121
100,1000,8,8,Linux,x86_64,0.398371907166658,0.0010252893275241137,1.3684560148261666,0.9747480456523305
100,3162,1,8,Linux,x86_64,1.3747797110000022,0.0010556749862798693,1.0,1.0
100,3162,2,8,Linux,x86_64,1.117776114000037,0.0008140246947497142,1.2299240373640303,1.2968586740534385
100,3162,3,8,Linux,x86_64,1.0019447384999864,0.0007716039996133604,1.3721113133027554,1.3681564465825122
100,3162,4,8,Linux,x86_64,0.9442677290000082,0.0007403039933384588,1.455921523926177,1.4260020150900719
100,3162,5,8,Linux,x86_64,0.96787783066668,0.0007295034102847637,1.4204062407887221,1.4471145321552146
100,3162,6,8,Linux,x86_64,0.9494787763333269,0.0010538360057952005,1.4479309546118468,1.0017450347820307
100,3162,7,8,Linux,x86_64,0.9911301026666592,0.0010444826046998236,1.3870829947563135,1.0107157185095126
100,3162,8,8,Linux,x86_64,0.9945840999999973,0.0010356851765015217,1.3822659250233398,1.019301048457478
100,10000,1,8,Linux,x86_64,5.121349161000012,0.0011302727971751036,1.0,1.0
100,10000,2,8,Linux,x86_64,3.920959226999969,0.000850422499999214,1.3061470075317496,1.3290720755579117
100,10000,3,8,Linux,x86_64,3.471632882999984,0.0007839032065041236,1.4751989434362192,1.4418524988762857
100,10000,4,8,Linux,x86_64,3.3045290210000076,0.0007605494517113579,1.549796999346734,1.486126634674194
100,10000,5,8,Linux,x86_64,3.4463016469999843,0.001058261668783907,1.4860420490058266,1.0680466188234405
100,10000,6,8,Linux,x86_64,3.352691257999993,0.0010488349113795042,1.5275337831301203,1.0776460479261567
100,10000,7,8,Linux,x86_64,3.3207866449999983,0.0010533197156398007,1.5422096353919823,1.0730576674799641
100,10000,8,8,Linux,x86_64,3.3672599239999954,0.0010385762206645245,1.5209248102582826,1.0882906566567718
316,10,1,8,Linux,x86_64,0.059079409264709885,0.002354786191763664,1.0,1.0
316,10,2,8,Linux,x86_64,0.0638675813437537,0.0015504890294572083,0.925029694591494,1.5187377317903517
316,10,3,8,Linux,x86_64,0.06420198796875098,0.0012656768589504206,0.9202115251238885,1.8604955720818044
316,10,4,8,Linux,x86_64,0.06470770987096976,0.0011353502247439795,0.9130196290753765,2.074061501414391
316,10,5,8,Linux,x86_64,0.0630887714062549,0.0011422989514557052,0.9364488790607909,2.0614447634420117
316,10,6,8,Linux,x86_64,0.07738773711538617,0.001371080477723393,0.7634208140318366,1.717467522893815
316,10,7,8,Linux,x86_64,0.07804321153846253,0.0013243595592330162,0.757008945430102,1.7780565522005254
316,10,8,8,Linux,x86_64,0.08062273012000333,0.0012816618033304737,0.7327884974469709,1.8372913865768752
316,31,1,8,Linux,x86_64,0.09142245004545657,0.0023333147762256558,1.0,1.0
316,31,2,8,Linux,x86_64,0.08410043354165471,0.0015604253759734686,1.0870627676393045,1.4953068644952159
316,31,3,8,Linux,x86_64,0.08335082445833564,0.0012871017786367867,1.0968391811307838,1.8128440306383142
316,31,4,8,Linux,x86_64,0.08264518971999678,0.0011541184016157539,1.1062041282160195,2.0217291163186024
316,31,5,8,Linux,x86_64,0.08397060847998773,0.0014518879354138033,1.0887434508378584,1.6070901336890278
316,31,6,8,Linux,x86_64,0.09685166266666827,0.0013793448006881276,0.943943010664698,1.6916109554780006
316,31,7,8,Linux,x86_64,0.09638044261905201,0.0013336083033340552,0.9485581053700683,1.7496252613247147
316,31,8,8,Linux,x86_64,0.09707490238096332,0.001294505932039784,0.9417722583606202,1.8024751516966755
316,100,1,8,Linux,x86_64,0.1978536652727185,0.002493636835615825,1.0,1.0
316,100,2,8,Linux,x86_64,0.15327106071430308,0.0015959648444958986,1.2908742482151754,1.5624635117846
316,100,3,8,Linux,x86_64,0.14228925239998869,0.0013024917864591738,1.3905032315197843,1.9145125224895128
316,100,4,8,Linux,x86_64,0.13232046493749294,0.0011619594128930428,1.4952612611071376,2.1460619088296515
316,100,5,8,Linux,x86_64,0.14599203492857832,0.001165558536130811,1.355236026194934,2.139435093404835
316,100,6,8,Linux,x86_64,0.140484365599976,0.0010944455355569804,1.4083678594961906,2.278447629051522
316,100,7,8,Linux,x86_64,0.14526857242858732,0.0013499454345493496,1.3619853349215056,1.8472130589843228
316,100,8,8,Linux,x86_64,0.14347031207140454,0.0013093177787950826,1.3790564920096333,1.904531410175021
316,316,1,8,Linux,x86_64,0.5264592239999786,0.00285006228062766,1.0,1.0
316,316,2,8,Linux,x86_64,0.37361362666666764,0.0016945376596121837,1.409100703036395,1.6819114431956221
