n_samples,n_features,max_num_threads,fit_time,predict_time,run_id
100,10,1,0.026383196921050223,0.0009682512812182233,20260311_092729
1000,10,1,0.1611206939999542,0.007838202601559097,20260311_092729
10000,10,1,0.2620324011249693,0.06404044168748868,20260311_092729
100000,10,1,0.8306823606666663,0.6109160522499906,20260311_092729
1000000,10,1,6.093411837000076,6.034819212999992,20260311_092729
100,100,1,0.05095115250000504,0.0010182963017793876,20260311_092729
1000,100,1,0.6061277337500997,0.009193963408266644,20260311_092729
10000,100,1,1.2286492219999445,0.07782681549996631,20260311_092729
100000,100,1,4.082896484000003,1.1142819890000055,20260311_092729
1000000,100,1,36.03397948499992,13.988452544999973,20260311_092729
100,1000,1,0.2964684137142675,0.0011145311916382964,20260311_092729
1000,1000,1,5.716260415999841,0.012275451607361355,20260311_092729
100,10,2,0.03705655974543912,0.000885165794692918,20260311_092729
1000,10,2,0.15427440830768108,0.0045222610406276224,20260311_092729
10000,10,2,0.21670908589996998,0.033518980333345404,20260311_092729
100000,10,2,0.5393690425000273,0.3109144837142789,20260311_092729
1000000,10,2,3.3655894579999313,3.0489660939999794,20260311_092729
100,100,2,0.05916172185293496,0.0009223002309820135,20260311_092729
1000,100,2,0.41480940700007524,0.0050590827121150235,20260311_092729
10000,100,2,0.7695626506667091,0.03949928074507179,20260311_092729
100000,100,2,2.2434901900001023,0.5866747310000164,20260311_092729
1000000,100,2,19.232632361000014,7.035252923000144,20260311_092729
100,1000,2,0.29029242714292586,0.0009543683368283147,20260311_092729
1000,1000,2,3.503619361000119,0.0061462338680981716,20260311_092729
100,10,4,0.03826809479247064,0.0008605273010758654,20260311_092729
1000,10,4,0.15468151061537144,0.002899320720291104,20260311_092729
10000,10,4,0.20028262149994588,0.018579652750003315,20260311_092729
100000,10,4,0.4031737957999667,0.1626129037692513,20260311_092729
1000000,10,4,2.121941488000175,1.5852917944999945,20260311_092729
100,100,4,0.05626011416666819,0.0008715612078430595,20260311_092729
1000,100,4,0.32720088514286416,0.003007560503758036,20260311_092729
10000,100,4,0.5340836267499185,0.022276213222221487,20260311_092729
100000,100,4,1.299387412499982,0.30996151299999447,20260311_092729
1000000,100,4,11.138884986999983,3.9272106319999693,20260311_092729
100,1000,4,0.2665768820000096,0.0008640729892058968,20260311_092729
1000,1000,4,2.361321192000105,0.0035214352253404566,20260311_092729
100,10,8,0.048092920309554324,0.0012356902983287868,20260311_092729
1000,10,8,0.20943735790001483,0.002794938906417591,20260311_092729
10000,10,8,0.2630508513749703,0.015119320571425544,20260311_092729
100000,10,8,0.46473499640001137,0.12980536106249474,20260311_092729
1000000,10,8,2.0303255129999798,1.2794797394999478,20260311_092729
100,100,8,0.06678023639999538,0.0012661214525320258,20260311_092729
1000,100,8,0.3853552015000332,0.0028725694045888526,20260311_092729
10000,100,8,0.5681072670000162,0.01702319763560585,20260311_092729
100000,100,8,1.216546352000023,0.238646147888883,20260311_092729
1000000,100,8,9.771557464999887,2.9410946750001585,20260311_092729
100,1000,8,0.26662084824999965,0.0013052507847354997,20260311_092729
1000,1000,8,2.344749021000098,0.0031191984221174813,20260311_092729
