n_samples,n_features,n_threads,n_cpus,system,machine,fit_time,predict_time,fit_speedup,predict_speedup
100,10,1,8,Darwin,arm64,0.015679476273405157,0.0006313664113185445,1.0,1.0
100,10,2,8,Darwin,arm64,0.06032205276460445,0.0024944534812888753,0.25992942141063047,0.2531081120792518
100,10,3,8,Darwin,arm64,0.07259758328583692,0.003292723954015592,0.21597793705708757,0.19174592833649814
100,10,4,8,Darwin,arm64,0.08252306676018634,0.003986003860511148,0.19000113409466501,0.15839583538124843
100,10,5,8,Darwin,arm64,0.0962755059524733,0.004724423563647058,0.16286049206685424,0.13363882446457784
100,10,6,8,Darwin,arm64,0.12133898041161849,0.006292540103739317,0.12922043864400076,0.10033569924224361
100,10,7,8,Darwin,arm64,0.13047057556275377,0.006681777766637727,0.12017634018839474,0.0944907827481141
100,10,8,8,Darwin,arm64,0.14330749707161367,0.007175624258071434,0.10941141666559011,0.08798766331840158
100,31,1,8,Darwin,arm64,0.0221136565384598,0.0006456755384429682,1.0,1.0
100,31,2,8,Darwin,arm64,0.07038207037921579,0.0025288787370385357,0.31419445917564376,0.2553208775835143
100,31,3,8,Darwin,arm64,0.07767774349996706,0.003317737399641013,0.28468458971737737,0.19461321396709452
100,31,4,8,Darwin,arm64,0.08829565039163952,0.004060902212970092,0.2504501234248078,0.1589980513149883
100,31,5,8,Darwin,arm64,0.1036036667002918,0.004735184125313099,0.21344472877037196,0.13635700774365875
100,31,6,8,Darwin,arm64,0.12799538293768364,0.006148718898808188,0.17276917362891242,0.10500976692366278
100,31,7,8,Darwin,arm64,0.13689662213303866,0.006629006383998737,0.16153544327024622,0.09740155628775922
100,31,8,8,Darwin,arm64,0.14959024107143445,0.00791368610268037,0.14782820309715106,0.08158973328804102
100,100,1,8,Darwin,arm64,0.04119104504084413,0.0006679379662724228,1.0,1.0
100,100,2,8,Darwin,arm64,0.07544726851881058,0.002627359093139006,0.5459580691191537,0.2542240868469988
100,100,3,8,Darwin,arm64,0.08740591665208859,0.003371768188576471,0.4712615188832283,0.19809723827853656
100,100,4,8,Darwin,arm64,0.13614383900009366,0.003925085370564393,0.30255533664520645,0.17017157672073238
100,100,5,8,Darwin,arm64,0.11102491663137028,0.004713273075317642,0.37100721433197215,0.1417142515612483
100,100,6,8,Darwin,arm64,0.13715730833343212,0.00614415725153302,0.3003197244196998,0.1087110793112866
100,100,7,8,Darwin,arm64,0.14552250907165995,0.00666856806657961,0.28305617669470184,0.10016212770172958
100,100,8,8,Darwin,arm64,0.15578377538468674,0.007188602806410118,0.2644116496671651,0.09291624315045181
100,316,1,8,Darwin,arm64,0.11313132883292888,0.0006795491766234323,1.0,1.0
100,316,2,8,Darwin,arm64,0.1418117556663977,0.0025413665971843725,0.7977570568907029,0.2673951791828529
100,316,3,8,Darwin,arm64,0.14534197628576553,0.0033249919286185182,0.7783802843749326,0.20437618833732757
100,316,4,8,Darwin,arm64,0.14902594342830916,0.0038832573236434183,0.7591384844166557,0.1749946295049677
100,316,5,8,Darwin,arm64,0.16787325349999568,0.004714033955379444,0.6739091932410293,0.14415449338203457
100,316,6,8,Darwin,arm64,0.18548328418149718,0.006145721147268703,0.609927354543867,0.11057273187955156
100,316,7,8,Darwin,arm64,0.1961702880001791,0.0066398553146837305,0.5766996112725572,0.10234397353819458
100,316,8,8,Darwin,arm64,0.2027782749995822,0.0074249887814504395,0.5579065549954105,0.09152191291131963
100,1000,1,8,Darwin,arm64,0.40059718360025726,0.0007038276143485822,1.0,1.0
100,1000,2,8,Darwin,arm64,0.3864680903337406,0.002736329239403624,1.0365595339431912,0.2572159827163122
100,1000,3,8,Darwin,arm64,0.3822814098327096,0.0034095123679943546,1.0479117563565616,0.2064305796205716
100,1000,4,8,Darwin,arm64,0.3537578888326607,0.003911669785143346,1.132404947695041,0.1799302223878261
100,1000,5,8,Darwin,arm64,0.4496053419996315,0.0048506430436269475,0.8909973841026685,0.14509985748658855
100,1000,6,8,Darwin,arm64,0.42062486659960996,0.006171037972296919,0.9523858797002202,0.11405335982507507
100,1000,7,8,Darwin,arm64,0.427637641799447,0.007070518964610528,0.936767825008559,0.09954398225524762
100,1000,8,8,Darwin,arm64,0.42732916700006174,0.007217640928070232,0.9374440467345853,0.09751491122415304
100,3162,1,8,Darwin,arm64,1.29182958399997,0.0007498820408682627,1.0,1.0
100,3162,2,8,Darwin,arm64,0.9876765693328101,0.00261303064100702,1.3079479903756548,0.2869778980392171
100,3162,3,8,Darwin,arm64,1.0190208955000344,0.003412086257253151,1.2677164812857622,0.21977229891953082
100,3162,4,8,Darwin,arm64,0.9014417503337123,0.003939130240129504,1.433070504579732,0.19036741492548603
100,3162,5,8,Darwin,arm64,1.0061565209998662,0.004770677100038613,1.2839250723299163,0.1571856625681485
100,3162,6,8,Darwin,arm64,1.1063212710005246,0.006187880265472667,1.167680327461911,0.12118560940044017
100,3162,7,8,Darwin,arm64,1.0352768954990097,0.0067299671678337225,1.2478106964584585,0.11142432379943373
100,3162,8,8,Darwin,arm64,1.0791679370004204,0.007607880695861877,1.197060753667913,0.09856648268369178
100,10000,1,8,Darwin,arm64,6.195442457999889,0.0007400890033385589,1.0,1.0
100,10000,2,8,Darwin,arm64,3.8356936250002036,0.0025870230840028367,1.6152078512265327,0.2860774640609072
100,10000,3,8,Darwin,arm64,3.5339999169991643,0.003393944211853461,1.7530963790346217,0.2180616289312517
100,10000,4,8,Darwin,arm64,3.496767999999065,0.004008168705396513,1.7717625126978813,0.1846451728297062
100,10000,5,8,Darwin,arm64,3.596377832998769,0.004785446574158013,1.7226895353300353,0.15465411469331378
100,10000,6,8,Darwin,arm64,3.879812041999685,0.006406931041590596,1.5968408755200187,0.11551380817653113
100,10000,7,8,Darwin,arm64,3.892131000000518,0.0070184013158531774,1.591786725061172,0.10544979832755424
100,10000,8,8,Darwin,arm64,4.1978160420003405,0.007387472202952676,1.4758727862328243,0.10018162952176726
316,10,1,8,Darwin,arm64,0.05374449151275211,0.0019632877820980324,1.0,1.0
316,10,2,8,Darwin,arm64,0.18486556809082025,0.003129826107806366,0.29072202069748687,0.6272833424199603
316,10,3,8,Darwin,arm64,0.2186104123997211,0.0041107299507259325,0.24584598200419788,0.47760076814370317
316,10,4,8,Darwin,arm64,0.26733789574973343,0.004384195142222698,0.2010358141034545,0.44781030916946946
316,10,5,8,Darwin,arm64,0.3232381547142203,0.0048059787433178845,0.16626902093370885,0.40850946018596934
316,10,6,8,Darwin,arm64,0.40436658339967835,0.00650898918178569,0.13291031880255727,0.30162713860271306
316,10,7,8,Darwin,arm64,0.42559212479973213,0.007139927975139896,0.12628168704494303,0.2749730513996627
316,10,8,8,Darwin,arm64,0.4579290248002508,0.007220316223846885,0.1173642390023116,0.2719116062553864
316,31,1,8,Darwin,arm64,0.08842747982603412,0.002062897739194069,1.0,1.0
316,31,2,8,Darwin,arm64,0.18890539763593883,0.003107557750026673,0.4681045694440813,0.6638324707485685
316,31,3,8,Darwin,arm64,0.23239843966681897,0.003971839113052146,0.38049945581738553,0.5193809921492117
316,31,4,8,Darwin,arm64,0.2714729532503952,0.0043937709034939315,0.325732190876755,0.4695050753678692
