n_samples,n_features,n_threads,n_cpus,system,machine,fit_time,predict_time,fit_speedup,predict_speedup
100,10,1,4,Linux,aarch64,0.036869596745448645,0.0015606956076441689,1.0,1.0
100,10,2,4,Linux,aarch64,0.0736682120000093,0.0014381198547830049,0.5004817647188722,1.085233336048795
100,10,3,4,Linux,aarch64,0.07160634528570752,0.001366144387296293,0.5148928715512554,1.1424089738661578
100,10,4,4,Linux,aarch64,0.05341858668422399,0.0014258546892371438,0.6902016514101688,1.0945684854318272
100,31,1,4,Linux,aarch64,0.04985278995122105,0.0017301220804508011,1.0,1.0
100,31,2,4,Linux,aarch64,0.07505142270369763,0.001558974716291024,0.6642484333446873,1.1097820011904722
100,31,3,4,Linux,aarch64,0.08929986360869466,0.0014921154481717784,0.5582627782016808,1.1595095289514237
100,31,4,4,Linux,aarch64,0.05741312211429366,0.0015199489969612244,0.8683169999356231,1.1382764052673924
100,100,1,4,Linux,aarch64,0.10347933619999025,0.0017896051905173223,1.0,1.0
100,100,2,4,Linux,aarch64,0.14552554185713365,0.001522405113395389,0.7110733612768727,1.1755118100766244
100,100,3,4,Linux,aarch64,0.12396003047058457,0.001487847145725595,0.8347798544995167,1.2028152190624162
100,100,4,4,Linux,aarch64,0.09140523131818347,0.0013793320751737438,1.1320942434878434,1.2974433225529824
100,316,1,4,Linux,aarch64,0.3008379985714425,0.0017443570941589861,1.0,1.0
100,316,2,4,Linux,aarch64,0.3737106321666488,0.0015451247088801236,0.8050025144515819,1.1289425922282108
100,316,3,4,Linux,aarch64,0.3261583019999859,0.0014327845508589976,0.9223680547964573,1.2174594520252129
100,316,4,4,Linux,aarch64,0.24681295155553723,0.001439198737409779,1.2188906484664306,1.2120335078242361
100,1000,1,4,Linux,aarch64,0.814584024666677,0.00205920850617254,1.0,1.0
100,1000,2,4,Linux,aarch64,0.9738664779999908,0.0015971519561039282,0.8364432322792044,1.2893003062750188
100,1000,3,4,Linux,aarch64,0.8495342173333711,0.001495907730941241,0.9588595821644473,1.376561176588655
100,1000,4,4,Linux,aarch64,0.6857053109999924,0.0014785812342949436,1.1879505840179878,1.392692168959162
100,3162,1,4,Linux,aarch64,2.17706436200001,0.002417055496377663,1.0,1.0
100,3162,2,4,Linux,aarch64,2.929048512999998,0.0017147088260503571,0.7432667476614142,1.409601128574747
100,3162,3,4,Linux,aarch64,2.6493820980000464,0.0015516090054329232,0.8217253236682707,1.5577735678991285
100,3162,4,4,Linux,aarch64,2.2586516889999757,0.0014741782778185458,0.9638778624445239,1.6395951105414228
100,10000,1,4,Linux,aarch64,6.552222608000079,0.002451989491422152,1.0,1.0
100,10000,2,4,Linux,aarch64,5.704140197000015,0.001767176819785802,1.148678395290161,1.3875179121687187
100,10000,3,4,Linux,aarch64,8.08931687900008,0.0015938418286851625,0.8099846632303022,1.538414569935661
100,10000,4,4,Linux,aarch64,7.278250850999939,0.0014807802775718088,0.9002468782866817,1.655876654058992
316,10,1,4,Linux,aarch64,0.09834425695236232,0.0035420461469035233,1.0,1.0
316,10,2,4,Linux,aarch64,0.1432453972666508,0.002479171769516611,0.6865439227292925,1.4287215555032524
316,10,3,4,Linux,aarch64,0.11586773655555287,0.0021166941640205945,0.8487630800072727,1.6733858897099791
316,10,4,4,Linux,aarch64,0.10578851542105608,0.0019557810469229336,0.929630750189996,1.811064767437178
316,31,1,4,Linux,aarch64,0.16353151523075946,0.0036592173893975053,1.0,1.0
316,31,2,4,Linux,aarch64,0.18415540636365016,0.0025188642918237748,0.8880082233797423,1.4527251036410787
316,31,3,4,Linux,aarch64,0.1687355056666604,0.0021866493322389036,0.969158889142268,1.6734358524925639
316,31,4,4,Linux,aarch64,0.13163713481250028,0.002077297654207221,1.2422901445225811,1.7615277146182535
316,100,1,4,Linux,aarch64,0.39881652233331505,0.003811207081904459,1.0,1.0
316,100,2,4,Linux,aarch64,0.38405341683333444,0.0025667186820523733,1.0384402399585662,1.484855784373292
316,100,3,4,Linux,aarch64,0.29672238971428605,0.0021830816106886692,1.3440728982984245,1.745792307188271
316,100,4,4,Linux,aarch64,0.2318566675555505,0.0020728644652839826,1.7200994327142334,1.8386185617699435
316,316,1,4,Linux,aarch64,1.0786752769999453,0.004476350373602043,1.0,1.0
316,316,2,4,Linux,aarch64,0.934638368666659,0.0028340211104841214,1.1541097746059443,1.5795049504191487
316,316,3,4,Linux,aarch64,0.745626750666664,0.0024394510426831648,1.4466692296588113,1.8349826642466587
316,316,4,4,Linux,aarch64,0.551008695250033,0.002114657626847125,1.957637486120743,2.116820385849464
316,1000,1,4,Linux,aarch64,3.541024863999951,0.007747860494208308,1.0,1.0
316,1000,2,4,Linux,aarch64,2.8713131499999918,0.0039372268428264036,1.2332423107524726,1.9678471176546124
316,1000,3,4,Linux,aarch64,2.491834809000011,0.00309566767697026,1.421051207411693,2.5028075693806913
316,1000,4,4,Linux,aarch64,1.6783795094999618,0.0025535744821463214,2.109787949600818,3.0341235583213155
316,3162,1,4,Linux,aarch64,10.780212032999998,0.008875882871682762,1.0,1.0
316,3162,2,4,Linux,aarch64,8.33293214799994,0.004936084495072684,1.2936877249849503,1.7981626693268478
316,3162,3,4,Linux,aarch64,8.341864918999931,0.003746235485020955,1.2923023973268064,2.369280550347762
316,3162,4,4,Linux,aarch64,7.287792667000076,0.003485469548779676,1.4792149729799504,2.546538636319564
316,10000,1,4,Linux,aarch64,35.34208669199995,0.010227037969385417,1.0,1.0
