n_samples,n_features,n_threads,n_cpus,system,machine,fit_time,predict_time,fit_speedup,predict_speedup
100,10,1,16,Linux,x86_64,0.02478121685184878,0.0009197969949435713,1.0,1.0
100,10,2,16,Linux,x86_64,0.040319169979998154,0.0010693856964199655,0.614626165770338,0.8601171663533751
100,10,3,16,Linux,x86_64,0.03988629054901714,0.0010145703250509057,0.6212966036887937,0.9065877172165673
100,10,4,16,Linux,x86_64,0.04137006963265098,0.0010158980142199602,0.5990131772050588,0.9054028869717021
100,10,5,16,Linux,x86_64,0.04139501322448635,0.001008510352317215,0.5986522269593085,0.9120352536096329
100,10,6,16,Linux,x86_64,0.04410362893478276,0.0009916130520566504,0.5618861179993475,0.9275765310227317
100,10,7,16,Linux,x86_64,0.041937650687496365,0.0009804267303920534,0.5909061772799127,0.9381598506354091
100,10,8,16,Linux,x86_64,0.04344724125532226,0.0010326604950957963,0.5703749222239305,0.8907060929625713
100,10,9,16,Linux,x86_64,0.04477904964444785,0.001041255932326251,0.5534109600050746,0.8833534257890561
100,10,10,16,Linux,x86_64,0.044694548577784744,0.0013822152460263141,0.5544572579969225,0.6654513452863915
100,10,11,16,Linux,x86_64,0.0459406050227319,0.0013565176298308515,0.5394186001596359,0.6780575310755553
100,10,12,16,Linux,x86_64,0.04845132264285569,0.0014041223319306258,0.5114662613963307,0.6550689879555425
100,10,13,16,Linux,x86_64,0.049967830048788575,0.0013542185964796466,0.4959434265536928,0.6792086575495461
100,10,14,16,Linux,x86_64,0.05118147740000154,0.0014246934423072359,0.4841833044047305,0.6456104644196268
100,10,15,16,Linux,x86_64,0.051324064974353,0.0014258356407701024,0.48283815524417506,0.6450932832951093
100,10,16,16,Linux,x86_64,0.05517173954053852,0.0014494491789854283,0.44916504460839585,0.6345838186526844
100,31,1,16,Linux,x86_64,0.03104248338461975,0.000924775123902274,1.0,1.0
100,31,2,16,Linux,x86_64,0.042723883297873404,0.0010558451656988404,0.7265838446423455,0.875862440768184
100,31,3,16,Linux,x86_64,0.042033831562503586,0.0010399211647614877,0.7385118660538977,0.8892742596640745
100,31,4,16,Linux,x86_64,0.04281126046807937,0.0010182857801529274,0.7251008974091157,0.9081685533931253
100,31,5,16,Linux,x86_64,0.04310789534042549,0.0010180158544523632,0.7201113192716903,0.9084093532116476
100,31,6,16,Linux,x86_64,0.04360689282608593,0.0010015372153224027,0.7118710225106873,0.9233557273301938
100,31,7,16,Linux,x86_64,0.044471307866668516,0.0010526995757894192,0.6980339655782027,0.8784796205591565
100,31,8,16,Linux,x86_64,0.04645238102272551,0.0010016576404605752,0.6682646336133576,0.9232447161058448
100,31,9,16,Linux,x86_64,0.049596713048781736,0.0013811326245703472,0.6258979975968842,0.6695773508282449
100,31,10,16,Linux,x86_64,0.051033405175000726,0.0010429909202291363,0.6082777208021042,0.886656926696072
100,31,11,16,Linux,x86_64,0.04958569524390624,0.0013924123395952037,0.6260370704076125,0.6641532092218608
100,31,12,16,Linux,x86_64,0.052493096564106535,0.0014156985293693677,0.5913631585195114,0.6532288511412251
100,31,13,16,Linux,x86_64,0.053133199342107376,0.0014475491787258963,0.584238927242971,0.638855755295473
100,31,14,16,Linux,x86_64,0.05274080428947657,0.0014652293641033577,0.5885857032865479,0.6311470043928495
100,31,15,16,Linux,x86_64,0.053618568447365976,0.0014314687868376612,0.5789502458479888,0.6460323357418412
100,31,16,16,Linux,x86_64,0.05799259325714112,0.0014063094335929783,0.5352835878019168,0.6575900735726186
100,100,1,16,Linux,x86_64,0.0489035411951341,0.0009519118862982541,1.0,1.0
100,100,2,16,Linux,x86_64,0.06050397664705208,0.0010807302344680802,0.8082698676222766,0.8808043450054596
100,100,3,16,Linux,x86_64,0.06088947784847719,0.0010693311111701145,0.8031525794461571,0.8901937635169199
100,100,4,16,Linux,x86_64,0.060400827352940965,0.0010105950914144366,0.809650187560766,0.9419320303307144
100,100,5,16,Linux,x86_64,0.059253556735283756,0.0009897386927244418,0.825326678930203,0.9617810168438881
100,100,6,16,Linux,x86_64,0.05905729767648141,0.0010285994426745104,0.8280694024137363,0.9254446841067138
100,100,7,16,Linux,x86_64,0.059095998382347525,0.000992791494291697,0.827527117466248,0.9588235714865705
100,100,8,16,Linux,x86_64,0.0606177693333276,0.0009771933190039573,0.8067525699637874,0.9741285248128055
100,100,9,16,Linux,x86_64,0.060314258029400075,0.0009840898676820673,0.8108122820858735,0.9673017857001155
100,100,10,16,Linux,x86_64,0.06688941746665857,0.0013828815805099857,0.7311102869076467,0.688353868989421
100,100,11,16,Linux,x86_64,0.06762676156668021,0.0013829624526594453,0.7231388885436285,0.6883136157946456
100,100,12,16,Linux,x86_64,0.06587845461289758,0.0013646035661648648,0.7423298175783231,0.6975739400810336
100,100,13,16,Linux,x86_64,0.06550616119355093,0.0014214213366462952,0.7465487261669768,0.6696901627663738
100,100,14,16,Linux,x86_64,0.0680061212666601,0.0013971212967870052,0.7191049906136756,0.6813380402169731
100,100,15,16,Linux,x86_64,0.07809622015384303,0.0014033102454428306,0.6261960066543324,0.6783331692970483
100,100,16,16,Linux,x86_64,0.07206482900000667,0.0014260693257313252,0.6786048322563781,0.6675074409935079
100,316,1,16,Linux,x86_64,0.30676494385711195,0.0009999687746106486,1.0,1.0
100,316,2,16,Linux,x86_64,0.24284205588887492,0.0010675856334068532,1.2632282441122484,0.936663761032052
100,316,3,16,Linux,x86_64,0.20730514649998213,0.0009977073162101755,1.4797748586388249,1.002266655123933
100,316,4,16,Linux,x86_64,0.1943789764545417,0.0009780970464560793,1.5781796439742717,1.0223615112976945
100,316,5,16,Linux,x86_64,0.18458203427273515,0.0009696782990799648,1.6619436721769005,1.0312376543431194
100,316,6,16,Linux,x86_64,0.17847533433335153,0.000982785542731064,1.7188086241886202,1.0174842131192061
100,316,7,16,Linux,x86_64,0.1774021413333363,0.000998651367948089,1.7292065448111174,1.0013191857587562
100,316,8,16,Linux,x86_64,0.18310722227273468,0.0010575524339311562,1.6753295694704575,0.9455500668591377
100,316,9,16,Linux,x86_64,0.18056756550001296,0.0010246091649591216,1.698892838299301,0.9759514250007162
100,316,10,16,Linux,x86_64,0.19276226763638118,0.001426589753213405,1.5914159322704209,0.7009504816351096
100,316,11,16,Linux,x86_64,0.17913675425000028,0.0010551963502130376,1.712462331593861,0.9476613280635031
100,316,12,16,Linux,x86_64,0.1856941638181876,0.0014431211002898907,1.6519902270997826,0.6929209020710578
100,316,13,16,Linux,x86_64,0.19451577472727877,0.0014815749141392207,1.5770697481333447,0.6749363566213051
100,316,14,16,Linux,x86_64,0.1929738725454668,0.0014174089497149167,1.5896708700025424,0.7054906594259703
100,316,15,16,Linux,x86_64,0.19264587699999744,0.0014734090390282394,1.5923774161910356,0.6786769648638508
100,316,16,16,Linux,x86_64,0.21670051380001495,0.001518018097877731,1.415617058205105,0.6587331047032031
100,1000,1,16,Linux,x86_64,0.5745873172500069,0.001053276984201003,1.0,1.0
100,1000,2,16,Linux,x86_64,0.5767943997499856,0.0011215747113240008,0.9961735368773772,0.9391055036874241
100,1000,3,16,Linux,x86_64,0.5314357722500347,0.001045596692630625,1.0811980435891129,1.0073453671233936
100,1000,4,16,Linux,x86_64,0.5136899899999889,0.001006637935077385,1.1185487909741423,1.0463315036106131
100,1000,5,16,Linux,x86_64,0.4496999261999918,0.0010087289117501578,1.2777127230269432,1.0441625811770912
100,1000,6,16,Linux,x86_64,0.43210997559997394,0.0010530056342104455,1.329724722166404,1.000257690919917
100,1000,7,16,Linux,x86_64,0.4025111504000051,0.000988307850296571,1.427506583802702,1.0657377495129035
100,1000,8,16,Linux,x86_64,0.40047885149997836,0.0010528628926329618,1.4347507117989173,1.0003933005626264
100,1000,9,16,Linux,x86_64,0.4080313579999711,0.001039507281705361,1.4081940174069847,1.013246374256323
100,1000,10,16,Linux,x86_64,0.41079927719999887,0.0014194580951044612,1.3987057649331436,0.7420275299662791
100,1000,11,16,Linux,x86_64,0.387970780166673,0.0014982435902621387,1.4810066804597064,0.7030078360066385
100,1000,12,16,Linux,x86_64,0.39351925433334145,0.0010842265799458266,1.4601250407007702,0.9714546790151833
100,1000,13,16,Linux,x86_64,0.39212585500003644,0.0014503275496742288,1.4653135209611554,0.7262338665755808
100,1000,14,16,Linux,x86_64,0.37480390433334304,0.0014752613539818047,1.533034503127749,0.7139595850987049
100,1000,15,16,Linux,x86_64,0.39065333116665596,0.0014850274246477118,1.4708368556183722,0.7092643319034114
100,1000,16,16,Linux,x86_64,0.38695435399999195,0.001463818518653971,1.4848968910943403,0.719540688124048
100,3162,1,16,Linux,x86_64,1.4112041360000376,0.0010904369890992987,1.0,1.0
100,3162,2,16,Linux,x86_64,1.2214274459999501,0.0011352057060154792,1.155372871816158,0.9605633440010475
100,3162,3,16,Linux,x86_64,1.0726918579999847,0.0010407876425597919,1.3155727112828126,1.0477036280113736
100,3162,4,16,Linux,x86_64,0.9946702813333559,0.0010085309410272207,1.4187657583458892,1.0812132228572524
100,3162,5,16,Linux,x86_64,0.921246807999978,0.0010295878502307924,1.5318415475042506,1.0591004826395982
100,3162,6,16,Linux,x86_64,0.8842136563333346,0.0010549742605496296,1.5959990279408622,1.033614780830002
100,3162,7,16,Linux,x86_64,0.9212379980000378,0.0010699357192519904,1.5318561968391362,1.0191612163968515
100,3162,8,16,Linux,x86_64,0.8997886480000261,0.001041522947424689,1.568372905278081,1.0469639596473188
100,3162,9,16,Linux,x86_64,0.9487524180000264,0.001033312720042874,1.4874313985674588,1.0552826534972437
100,3162,10,16,Linux,x86_64,0.9132943696666492,0.0010244937393750313,1.545179936360633,1.0643666693019467
100,3162,11,16,Linux,x86_64,0.9542556143333059,0.0014693948876651096,1.4788533751367872,0.7420993486863285
100,3162,12,16,Linux,x86_64,0.9363472576666633,0.001439840953236294,1.5071375757715113,0.7573315557168667
100,3162,13,16,Linux,x86_64,0.883301422333337,0.0011398855230764222,1.5976473039884709,0.9566197368278988
100,3162,14,16,Linux,x86_64,0.8696077663332744,0.0014954299357243439,1.6228053504517554,0.7291795911328484
100,3162,15,16,Linux,x86_64,0.8989719826666942,0.001480401719466999,1.5697976835872762,0.7365818174622883
100,3162,16,16,Linux,x86_64,0.8891684029999851,0.0014784018817450663,1.5871055822932354,0.7375781934288232
100,10000,1,16,Linux,x86_64,5.0822359280000455,0.0011626300092972136,1.0,1.0
100,10000,2,16,Linux,x86_64,4.0242101219999995,0.0011739229102102318,1.2629151495385176,0.990380202298807
100,10000,3,16,Linux,x86_64,3.4076123349999534,0.0010711747612412142,1.4914360638385573,1.0853784567795701
100,10000,4,16,Linux,x86_64,2.881029314999978,0.0010498827711280874,1.7640347849081448,1.1073903118230815
100,10000,5,16,Linux,x86_64,2.999310519000005,0.001066228886994397,1.6944680771814533,1.0904131593869706
100,10000,6,16,Linux,x86_64,2.810463592000019,0.0010213508417570335,1.8083265488535853,1.138325795372271
100,10000,7,16,Linux,x86_64,2.743917871000008,0.0010258567189745148,1.8521822324615893,1.1333259194904164
100,10000,8,16,Linux,x86_64,2.653305240000009,0.0010597938045548343,1.9154358312728574,1.0970341629668006
100,10000,9,16,Linux,x86_64,2.7962737109999125,0.0010697174625648891,1.8175030248318222,1.0868570907588493
100,10000,10,16,Linux,x86_64,2.7358458980000933,0.0010790455140258883,1.857647001139635,1.0774615103671334
100,10000,11,16,Linux,x86_64,2.6354676789999303,0.0010771852541740729,1.9284000211790038,1.0793222473033712
100,10000,12,16,Linux,x86_64,2.6514766510000527,0.0014356281707321626,1.9167568102412622,0.8098406209905163
100,10000,13,16,Linux,x86_64,2.6419222879999325,0.0014347347718796674,1.923688653176681,0.810344902824119
100,10000,14,16,Linux,x86_64,2.5902077740000777,0.0014551323098158635,1.962095851543025,0.7989857701973067
100,10000,15,16,Linux,x86_64,2.622843611999997,0.0014817539007415488,1.9376816462666213,0.7846309759774356
100,10000,16,16,Linux,x86_64,2.606571752000036,0.0014994680787108806,1.9497778735998421,0.7753616271022904
316,10,1,16,Linux,x86_64,0.0642575616874943,0.0023839547640082314,1.0,1.0
316,10,2,16,Linux,x86_64,0.08623586362498752,0.002039020403671847,0.7451373359804235,1.1691667036363296
316,10,3,16,Linux,x86_64,0.08583521054166947,0.0016898625084458274,0.748615414140563,1.4107388927166407
316,10,4,16,Linux,x86_64,0.08400463916667888,0.0015177600303508238,0.7649287268527734,1.570705985357376
316,10,5,16,Linux,x86_64,0.08381982970833235,0.0014093617809850727,0.7666152736302517,1.691513702281587
316,10,6,16,Linux,x86_64,0.08430639045834216,0.0013197409960426887,0.7621908770871352,1.8063807755890304
316,10,7,16,Linux,x86_64,0.09031968099999255,0.0013167007202090813,0.7114458440957028,1.8105517278289929
316,10,8,16,Linux,x86_64,0.08821905304348152,0.001296674289695696,0.7283864366105013,1.8385147164194169
316,10,9,16,Linux,x86_64,0.09098287154546886,0.0013568459247443247,0.7062599871381446,1.7569826614303672
316,10,10,16,Linux,x86_64,0.09082215778261363,0.0013225977415717688,0.7075097449379839,1.8024790826991364
316,10,11,16,Linux,x86_64,0.09399289486364379,0.0016714708120307462,0.683642755983984,1.4262616773498162
316,10,12,16,Linux,x86_64,0.10963346673685537,0.0017063729428818926,0.5861126497233432,1.3970889388236378
316,10,13,16,Linux,x86_64,0.11125954894442379,0.0016838404621191494,0.5775464874443464,1.4157842251919597
316,10,14,16,Linux,x86_64,0.11234038527778188,0.0016885260227860188,0.5719898639176453,1.411855507014796
316,10,15,16,Linux,x86_64,0.11405793972221545,0.00165958691957069,0.5633764895630378,1.4364747853188216
